1,10558402491,东西好吃,41,1
2,10558402491,味道可以,37,1
3,10558402491,贵,35,0
4,10558402491,超快送达,35,1
5,10558402491,松子太好吃,32,1
6,10558402491,很好很划算,29,1
7,10558402491,粒很饱满,23,1
8,10558402491,日期新鲜,16,1
9,10558402491,太小了,13,0
10,10558402491,真香,12,1
11,12601223455,很划算,4753,1
12,12601223455,快递贼快,3822,1
13,12601223455,味道不错,3606,1
14,12601223455,宝贝很不错,2549,1
15,12601223455,孩子喜欢吃,1805,1
16,12601223455,枣子好吃,848,1
17,12601223455,味道一般,800,0
18,12601223455,很新鲜,773,1
19,12601223455,口味不错,710,1
20,12601223455,正品,136,1
21,12676955157,质量特别好,16,1
22,12676955157,味道不错,13,1
23,12676955157,物美价廉,11,1
24,12676955157,快递好,11,1
25,12676955157,开心果可以,10,1
26,12676955157,服务好,8,1
27,12676955157,蛮新鲜的,6,1
28,12676955157,老婆很喜欢,5,1
29,12676955157,吃着放心,4,1
30,12676955157,新鲜清香,3,1
31,12697922731,宝贝挺好的,19,1
32,12697922731,原味咸香,14,1
33,12697922731,服务不错,11,1
34,12697922731,碧根果不好吃,9,0
35,12697922731,父母喜欢吃,9,1
36,12697922731,味道一般吧,8,0
37,12697922731,包装好,6,1
38,12697922731,挺快的,6,1
39,12697922731,碧根果新鲜,5,1
40,12697922731,不怎么新鲜,4,0
41,13380732178,味道好极了,24,1
42,13380732178,太香了,21,1
43,13380732178,可惜有点贵,14,0
44,13380732178,东西不错,13,1
45,13380732178,物流快,12,1
46,13380732178,果肉不饱满,9,0
47,13380732178,味道一般,8,0
48,13380732178,客服态度好,8,1
49,13380732178,日期新鲜,7,1
50,13380732178,非常松脆,6,1
51,13792134256,新鲜,3,1
52,13898000884,味道很好,29,1
53,13898000884,挺新鲜的,16,1
54,13898000884,送货及时,15,1
55,13898000884,香酥可口,14,1
56,13898000884,超用心,14,1
57,13898000884,果仁不碎,10,1
58,13898000884,包装高大上,9,1
59,13898000884,质量不错,8,1
60,13898000884,香,8,1
61,13898000884,孩子也喜欢,7,1
62,13996223906,味道不错,171,1
63,13996223906,松子蛮香的,122,1
64,13996223906,五分,114,1
65,13996223906,颗粒饱满,111,1
66,13996223906,值得买,107,1
67,13996223906,有点贵哇,102,0
68,13996223906,新鲜,95,1
69,13996223906,颗粒有点小,69,0
70,13996223906,很香,65,1
71,13996223906,物流很快,50,1
72,14245918417,味道不错,39,1
73,14245918417,回复也很快,35,1
74,14245918417,东西很好,33,1
75,14245918417,好吃划算,31,1
76,14245918417,小袋包装好,24,1
77,14245918417,新鲜,18,1
78,14245918417,松脆,16,1
79,14245918417,坚果都很好,12,1
80,14245918417,很香,11,1
81,14245918417,小孩吃也好,8,1
82,14739928588,特别实惠,48,1
83,14739928588,味道很好,43,1
84,14739928588,质量不错,33,1
85,14739928588,还是坚果好,28,1
86,14739928588,一直被信赖,23,1
87,14739928588,颗粒饱满,21,1
88,14739928588,很脆很香,15,1
89,14739928588,孩子很喜欢,14,1
90,14739928588,包装好,14,1
91,14739928588,香脆,11,1
92,14814876142,而且划算,46,1
93,14814876142,物流很快,42,1
94,14814876142,味道不错,39,1
95,14814876142,很好的宝贝,29,1
96,14814876142,坚果也不错,27,1
97,14814876142,酥脆可口,20,1
98,14814876142,发货快,17,1
99,14814876142,香味十足,17,1
100,14814876142,新鲜酥脆,15,1
101,14814876142,孩子喜欢吃,13,1
102,15178555929,核桃很好吃,101,1
103,15178555929,物美价廉,85,1
104,15178555929,质量好,66,1
105,15178555929,果肉新鲜,51,1
106,15178555929,颗粒饱满,49,1
107,15178555929,味道不错,44,1
108,15178555929,物流很快,30,1
109,15178555929,包装仔细,26,1
110,15178555929,口感好,18,1
111,15178555929,又香,14,1
112,15702361014,味道很好,16,1
113,15702361014,很划算,9,1
114,15702361014,包装完好,7,1
115,15702361014,口味太一般,4,0
116,15702361014,发货很快,4,1
117,15702361014,爸爸很喜欢,3,1
118,15702361014,香脆可口,3,1
119,15702361014,满分,3,1
120,16013136429,果仁饱满,22,1
121,16013136429,东西不错,18,1
122,16013136429,味道正宗,13,1
123,16013136429,新鲜,9,1
124,16013136429,价格合理,9,1
125,16013136429,果有点小,6,0
126,16013136429,口感很好,6,1
127,16013136429,客服很诚恳,6,1
128,16013136429,果肉饱满,5,1
129,16013136429,物流也很快,5,1
130,16204910274,很划算,6897,1
131,16204910274,信赖松鼠家,6805,1
132,16204910274,味道不错,6310,1
133,16204910274,质量好,5858,1
134,16204910274,孩子喜欢吃,2883,1
135,16204910274,喜欢碧根果,1848,1
136,16204910274,酥脆,1822,1
137,16204910274,还这么贵,1335,0
138,16204910274,太碎了,557,0
139,16204910274,是正品,518,1
140,16930914572,味道不错,6,1
141,16930914572,快递给力,4,1
142,16930914572,发货很快,4,1
143,16930914572,但是好东西,3,1
144,16946195487,味道不错,8,1
145,16946195487,好吃不贵,8,1
146,16946195487,味道一般,7,0
147,16946195487,物流很快,7,1
148,16946195487,值得信赖,5,1
149,16946195487,孩子也喜欢,3,1
150,17134329641,速度快,5,1
151,17134329641,便宜又方便,4,1
152,17134329641,东西好吃,3,1
153,17200027726,物流速度快,1264,1
154,17200027726,东西还不错,1232,1
155,17200027726,一身酸爽,1070,1
156,17200027726,服务好,906,1
157,17200027726,开心果好吃,766,1
158,17200027726,孩子很喜欢,536,1
159,17200027726,价格偏贵,478,0
160,17200027726,新鲜,328,1
161,17200027726,开心果坏了,242,0
162,17200027726,东西是正品,53,1
163,17334599804,到货快,5,1
164,17334599804,味道不错,4,1
165,17334599804,口感挺不错,3,1
166,17334599804,核桃仁不错,3,1
167,17334599804,包装很漂亮,3,1
168,17334599804,价格便宜,3,1
169,17415566775,东西还不错,10,1
170,17415566775,很划算,9,1
171,17415566775,味道不错,7,1
172,17415566775,东西很新鲜,7,1
173,17415566775,香香脆脆,5,1
174,17415566775,回复也很快,4,1
175,17415566775,常吃坚果好,4,1
176,17415566775,和超市的一样,3,1
177,17539450522,味道好,10,1
178,17539450522,果仁不错,10,1
179,17539450522,这儿便宜些,9,1
180,17539450522,宝贝很好吃,9,1
181,17539450522,就是不便宜,6,0
182,17539450522,包装还行,5,1
183,17539450522,日期新,4,1
184,17539450522,甜而不腻,3,1
185,17621750506,味道不错,13,1
186,17621750506,口感不错,7,1
187,17621750506,孩子喜欢吃,6,1
188,17621750506,实惠,5,1
189,17621750506,包装不错,5,1
190,17621750506,蜂蜜味好吃,3,1
191,17621750506,核桃很好,3,1
192,17621750506,非常的香,3,1
193,17621750506,服务好,3,1
194,17993960827,粒粒饱满,5,1
195,17993960827,客服态度非常好,4,1
196,17993960827,东西挺好的,4,1
197,17993960827,是新松子,4,1
198,17993960827,物流也快,3,1
199,17993960827,味道纯正,3,1
200,17993960827,特别香,3,1
201,18153628944,太实惠了,143,1
202,18153628944,味道也不错,121,1
203,18153628944,回复也很快,91,1
204,18153628944,东西很好,85,1
205,18153628944,儿子喜欢吃,54,1
206,18153628944,个个饱满,46,1
207,18153628944,值得信赖,41,1
208,18153628944,日期新鲜,36,1
209,18153628944,周到的柚子,29,1
210,18153628944,味道怪怪的,24,0
211,18745668647,味道不错,64,1
212,18745668647,东西不错,52,1
213,18745668647,就是贵,51,0
214,18745668647,划算的,43,1
215,18745668647,日期新鲜,39,1
216,18745668647,核桃很新鲜,32,1
217,18745668647,快,29,1
218,18745668647,口感不错,28,1
219,18745668647,原香味的,22,1
220,18745668647,孩子喜欢,9,1
221,18783623220,挺划算的,8,1
222,18783623220,味道不错,6,1
223,18783623220,包装严实,5,1
224,18783623220,质量非常好,4,1
225,18783623220,服务很贴心,4,1
226,18783623220,巴旦木还可以,3,1
227,18821902000,味道不错哦,23,1
228,18821902000,也不贵,13,1
229,18821902000,物流很快,12,1
230,18821902000,服务态度好,7,1
231,18821902000,质量好,7,1
232,18821902000,个头有点小,5,0
233,18821902000,这个味道不好吃,4,0
234,18821902000,便宜没好货,3,0
235,18821902000,碧根果很多坏的,3,0
236,18821902000,碧根果很好吃,3,1
237,19186095561,质量不错,22,1
238,19186095561,比店里便宜,7,1
239,19186095561,味道不错,7,1
240,19186095561,朋友推荐的,6,1
241,19186095561,日期是新鲜的,6,1
242,19186095561,味道差的不大,4,0
243,19186095561,但是巨贵,3,0
244,19186095561,松子挺新鲜的,3,1
245,19186095561,很香,3,1
246,19186095561,发货快,3,1
247,19435606461,咸度适中,10,1
248,19435606461,物美价廉,7,1
249,19435606461,坚果好吃,7,1
250,19435606461,快递也给力,6,1
251,19435606461,口感更好,5,1
252,19435606461,质量不错,5,1
253,19435606461,日期新鲜,5,1
254,19435606461,微咸,3,0
255,19435606461,父母说还不错,3,1
256,20178852860,味道还可以,15,1
257,20178852860,很划算,9,1
258,20178852860,很香,9,1
259,20178852860,蛮新鲜的,8,1
260,20178852860,服务一流,8,1
261,20178852860,物流超快,7,1
262,20178852860,货品挺好,6,1
263,20178852860,口味很好,5,1
264,20178852860,核桃新鲜,5,1
265,20178852860,个头有点小,4,0
266,20325852557,又比较实惠,696,1
267,20325852557,味道很好,620,1
268,20325852557,物流极快,558,1
269,20325852557,满五分好评,504,1
270,20325852557,开心果很香,431,1
271,20325852557,小孩喜欢吃,284,1
272,20325852557,发货快,264,1
273,20325852557,新鲜,193,1
274,20325852557,就是贵,177,0
275,20325852557,开心果不好,100,0
276,20884511536,不错的核桃,711,1
277,20884511536,很好的东东,626,1
278,20884511536,实惠又好吃,522,1
279,20884511536,店家很贴心,391,1
280,20884511536,物流挺快,318,1
281,20884511536,很新鲜,306,1
282,20884511536,味道好极了,288,1
283,20884511536,个个饱满,170,1
284,20884511536,香脆的,148,1
285,20884511536,核桃一般般,129,0
286,21740756122,味道不错,29,1
287,21740756122,质量不错,29,1
288,21740756122,腰果很好吃,16,1
289,21740756122,中通不错的,14,1
290,21740756122,包装很好,14,1
291,21740756122,孩子喜欢吃,14,1
292,21740756122,干净又新鲜,12,1
293,21740756122,碎了,11,0
294,21740756122,酥脆好吃,8,1
295,21740756122,干净卫生,5,1
296,21819036389,东西很不错,25,1
297,21819036389,味道也不错,20,1
298,21819036389,物流迅速,19,1
299,21819036389,坚果都很好,16,1
300,21819036389,很划算,12,1
301,21819036389,服务也好,10,1
302,21819036389,孩子喜欢吃,8,1
303,21819036389,吃着不错,8,1
304,21819036389,新鲜,8,1
305,21819036389,颗粒饱满,6,1
306,22025959928,核桃非常好,22,1
307,22025959928,炒鸡划算,21,1
308,22025959928,新鲜,15,1
309,22025959928,粒粒饱满,14,1
310,22025959928,服务挺好,13,1
311,22025959928,五分,12,1
312,22025959928,很酥脆,9,1
313,22025959928,送货快,8,1
314,22025959928,味道也挺好,7,1
315,22025959928,壳薄如纸,6,1
316,22919204997,松子不错,23,1
317,22919204997,颗粒饱满,21,1
318,22919204997,很香,17,1
319,22919204997,味道不错,16,1
320,22919204997,东西很好,16,1
321,22919204997,新鲜的,15,1
322,22919204997,很实惠,8,1
323,22919204997,口感好,5,1
324,22919204997,很好的卖家,4,1
325,22919204997,包装正规,3,1
326,22959088830,日期新鲜,6,1
327,22959088830,活动价格好,6,1
328,22959088830,味道好,5,1
329,22959088830,口感好,4,1
330,22959088830,质量也不错,4,1
331,22959088830,就是贵呀,3,0
332,23114752479,到货快,10,1
333,23114752479,超值,9,1
334,23114752479,味道好,8,1
335,23114752479,日期新鲜,8,1
336,23114752479,坚果不错,8,1
337,23114752479,包装完好,6,1
338,23114752479,质量好,4,1
339,23232360485,比超市便宜,4,1
340,23232360485,东西不错,4,1
341,23232360485,果仁很饱满,3,1
342,24453240936,味道很不错,85,1
343,24453240936,东西很好,54,1
344,24453240936,很快,42,1
345,24453240936,不合算啦,40,0
346,24453240936,日期新鲜,40,1
347,24453240936,包装精美,37,1
348,24453240936,山核桃很好,36,1
349,24453240936,很香,26,1
350,24453240936,味道一般,18,0
351,24453240936,很香脆,14,1
352,25274208399,开心果不错,7,1
353,25274208399,味道还可以,6,1
354,25274208399,东西也好吃,6,1
355,25274208399,很酥脆,4,1
356,25274208399,日期新鲜,4,1
357,25274208399,颗粒饱满,3,1
358,27461920544,营养实惠,1384,1
359,27461920544,物流很快,996,1
360,27461920544,味道蛮好的,908,1
361,27461920544,东西挺好吃,625,1
362,27461920544,腰果还不错,543,1
363,27461920544,一直信赖,402,1
364,27461920544,小孩很喜欢,374,1
365,27461920544,口感不错,314,1
366,27461920544,就是太贵了,202,0
367,27461920544,味道一般,105,0
368,27482940430,质量非常好,6,1
369,27482940430,味道不错哦,4,1
370,27482940430,小贵,3,0
371,27482940430,包装完好,3,1
372,27482940430,日期很还可以,3,1
373,27482940430,值得信赖,3,1
374,27482940430,果仁超级好吃,3,1
375,35033716061,太便宜了,176,1
376,35033716061,味道不错,135,1
377,35033716061,不错的东东,84,1
378,35033716061,物流很给力,80,1
379,35033716061,腰果很好,58,1
380,35033716061,吃着很新鲜,58,1
381,35033716061,包装无破损,50,1
382,35033716061,小孩超爱,42,1
383,35033716061,又脆又香,30,1
384,35033716061,很新鲜的,30,1
385,35109052504,味道不错,673,1
386,35109052504,物流正常,634,1
387,35109052504,价格实惠,561,1
388,35109052504,质量都很好,539,1
389,35109052504,值得信赖,481,1
390,35109052504,小孩喜欢吃,317,1
391,35109052504,奶香味很棒,191,1
392,35109052504,夏威夷果好,168,1
393,35109052504,味道一般,151,0
394,35109052504,日期都不错,121,1
395,35283694485,经济实惠,546,1
396,35283694485,味道还不错,391,1
397,35283694485,东西也好吃,262,1
398,35283694485,物流很快,207,1
399,35283694485,不错的坚果,150,1
400,35283694485,卖家态度好,148,1
401,35283694485,孩子喜欢,129,1
402,35283694485,香脆好吃,125,1
403,35283694485,味道不足,59,0
404,35283694485,都受潮了,34,0
405,35299688280,物美价廉,1111,1
406,35299688280,物流挺快的,1024,1
407,35299688280,味道不错,814,1
408,35299688280,满分,682,1
409,35299688280,值得信赖,414,1
410,35299688280,小孩喜欢吃,344,1
